task,loss
anllo2024weird,0.3756203055381775
bavard2021range,0.4669785499572754
busch2024navon,0.3248932659626007
busch2024stroop,0.15309979021549225
castrorodrigues2022twostep,0.24641042947769165
fan2022trait,0.257381409406662
franke2024bayesian,0.7737423181533813
frankedegen2016reasoning,0.8030297160148621
guenther2020ts,0.3270828425884247
guenther2023grammaticality,0.2969056963920593
palminteri2017confirmation,0.46687212586402893
rutledge2023happiness,1.3323343992233276
shahar2019twosteptask,0.45836326479911804
spektor2024lossaversion,0.5007990598678589
tsvilodub2023xorsome,2.945512533187866
vandendriessche2022depression,0.527047872543335
xu2023augmenting,0.6623327136039734
zika2023traitanxiety,3.2733380794525146
